0.272873,0.23455,0.202898,0.142326,0.251499,0.179424,0.261759,0.249714,0.228859,0.172327,0.275041,0.213596,0.280175,0.245444,0.208715,0.156135,0.259701,0.19021,0.335979,0.315315,0.294156,0.226814,0.342235,0.272735,0.258912,0.247169,0.225947,0.170355,0.271368,0.20847,0.261392,0.247868,0.224406,0.170148,0.271716,0.211303,0.277177,0.263612,0.244299,0.185958,0.289287,0.224868,0.330103,0.312954,0.297131,0.232253,0.342213,0.276344,0.333485,0.313713,0.294325,0.230421,0.341189,0.276038,0.324768,0.307446,0.29313,0.225206,0.335728,0.271269,0.27431,0.26083,0.241716,0.184043,0.286248,0.222518,0.277126,0.262053,0.240657,0.183984,0.286764,0.22315,0.27429,0.260656,0.241455,0.183921,0.28623,0.222346,0.327241,0.310242,0.294536,0.23023,0.339318,0.273986,0.326209,0.309308,0.293281,0.229175,0.338219,0.272887,0.32811,0.310517,0.293572,0.230754,0.339437,0.273987
0.273566,0.235337,0.165866,0.15323,0.249585,0.167914,0.245036,0.232794,0.208904,0.154594,0.25636,0.190957,0.260076,0.233277,0.165366,0.151125,0.244765,0.168599,0.24403,0.229935,0.201304,0.151089,0.251731,0.187227,0.242196,0.230872,0.207747,0.15431,0.253796,0.190327,0.240916,0.227377,0.202034,0.150515,0.249549,0.186447,0.244382,0.231786,0.208775,0.155367,0.255151,0.191481,0.245825,0.230135,0.204531,0.152127,0.253518,0.188798,0.243462,0.228809,0.199563,0.150933,0.250617,0.185948,0.243221,0.229012,0.202061,0.151022,0.250965,0.187268,0.241972,0.22945,0.206713,0.153825,0.252568,0.18957,0.24017,0.226188,0.200613,0.149487,0.248307,0.185528,0.242294,0.229616,0.206802,0.153906,0.2529,0.189652,0.243935,0.228335,0.202816,0.150887,0.251558,0.187289,0.243782,0.228254,0.202683,0.150791,0.251435,0.187198,0.244555,0.228457,0.202072,0.151257,0.251555,0.18723
0.257165,0.237308,0.176922,0.142899,0.243671,0.17092,0.261004,0.247706,0.227781,0.173243,0.273121,0.213908,0.355098,0.313174,0.223455,0.20234,0.318166,0.229451,0.335404,0.317624,0.291964,0.227137,0.343162,0.274602,0.259187,0.247277,0.226011,0.170145,0.271441,0.207537,0.334856,0.317291,0.299572,0.236562,0.345925,0.280209,0.260474,0.247381,0.226172,0.170437,0.271896,0.207883,0.334905,0.317632,0.302431,0.236847,0.347265,0.281346,0.342541,0.323344,0.306327,0.24048,0.351783,0.2875,0.329562,0.312711,0.29612,0.22895,0.340399,0.275432,0.258652,0.245608,0.224742,0.169459,0.269926,0.206581,0.331341,0.314242,0.29799,0.234925,0.342865,0.278132,0.258128,0.244975,0.223942,0.16876,0.269395,0.205839,0.332359,0.315222,0.300088,0.235055,0.344664,0.279239,0.331871,0.314793,0.299484,0.234538,0.344142,0.278712,0.34103,0.322832,0.306678,0.242873,0.352661,0.286895
0.262175,0.210714,0.170493,0.1437,0.239928,0.165938,0.218019,0.205238,0.17837,0.129046,0.234297,0.162113,0.249611,0.209098,0.177147,0.13992,0.230678,0.166065,0.233674,0.212176,0.185132,0.132947,0.234202,0.164679,0.219796,0.205754,0.180102,0.131141,0.230365,0.164363,0.218654,0.203097,0.175185,0.127306,0.227197,0.160553,0.23146,0.217518,0.193178,0.141811,0.241539,0.17632,0.235677,0.217184,0.187725,0.137202,0.239019,0.171163,0.232044,0.210557,0.181367,0.130211,0.231812,0.162054,0.230128,0.210634,0.180867,0.131281,0.232229,0.163404,0.22936,0.215488,0.191442,0.140558,0.239302,0.174735,0.229735,0.214361,0.18727,0.138628,0.237339,0.17285,0.231632,0.217735,0.193978,0.14277,0.24157,0.177254,0.233859,0.215495,0.186246,0.136161,0.237206,0.169855,0.233588,0.215274,0.185919,0.135898,0.236952,0.169589,0.234674,0.215762,0.18557,0.136614,0.237349,0.169865
0.231832,0.202007,0.153477,0.144351,0.217957,0.156111,0.214915,0.203037,0.176741,0.129534,0.225527,0.163473,0.232213,0.205089,0.158549,0.143145,0.221777,0.160055,0.226303,0.213438,0.183537,0.133591,0.23318,0.169633,0.210838,0.200423,0.17383,0.124985,0.221124,0.158389,0.220761,0.207594,0.179853,0.132174,0.228593,0.166235,0.212942,0.201329,0.174752,0.125873,0.222425,0.159396,0.227527,0.213428,0.185927,0.135837,0.235244,0.171354,0.2266,0.213397,0.183991,0.135551,0.233148,0.170581,0.224869,0.212227,0.184507,0.134352,0.232347,0.17024,0.210911,0.199364,0.173078,0.124693,0.220243,0.157866,0.21987,0.206433,0.178398,0.130371,0.227069,0.164648,0.211135,0.199422,0.173072,0.124664,0.220466,0.157853,0.225772,0.211765,0.184389,0.134737,0.233447,0.170011,0.225581,0.211658,0.184177,0.134572,0.233263,0.169857,0.226895,0.212306,0.183904,0.135504,0.233867,0.170279
0.206179,0.18345,0.15374,0.109452,0.205599,0.140013,0.203294,0.191746,0.162846,0.116911,0.212854,0.148538,0.208794,0.182611,0.16176,0.100624,0.208999,0.138518,0.209421,0.19601,0.1694,0.119106,0.215518,0.153829,0.199238,0.189251,0.161268,0.114058,0.209099,0.146521,0.206693,0.194011,0.163979,0.117347,0.213679,0.150585,0.201334,0.190082,0.162203,0.115003,0.210364,0.147559,0.209364,0.195821,0.166217,0.118739,0.216288,0.152744,0.208687,0.194802,0.167419,0.118191,0.214039,0.152885,0.207581,0.194914,0.167518,0.118365,0.214287,0.152839,0.199329,0.188127,0.160536,0.113814,0.208198,0.146049,0.206095,0.193036,0.16333,0.117398,0.212682,0.150486,0.199654,0.188307,0.160664,0.113896,0.208506,0.146155,0.207653,0.194187,0.164711,0.117682,0.214541,0.15144,0.20749,0.194103,0.164545,0.117556,0.214405,0.151334,0.208016,0.19392,0.163277,0.117658,0.214098,0.150821
0.278649,0.231396,0.205647,0.166557,0.265241,0.197921,0.313167,0.297722,0.280636,0.223514,0.327865,0.265437,0.281497,0.242261,0.238918,0.176933,0.270426,0.2155,0.341223,0.318995,0.296576,0.231486,0.348184,0.277574,0.299748,0.286687,0.269999,0.208093,0.313802,0.248958,0.311686,0.295023,0.273782,0.218233,0.323293,0.261609,0.30111,0.286774,0.270197,0.208637,0.314211,0.249424,0.339435,0.321052,0.30615,0.240203,0.351208,0.284743,0.339506,0.318994,0.297929,0.236226,0.347817,0.281286,0.333995,0.315057,0.298641,0.232103,0.344499,0.277502,0.298041,0.283812,0.267411,0.206437,0.310969,0.246817,0.304347,0.288332,0.269837,0.209669,0.315036,0.250944,0.298562,0.28417,0.267726,0.206714,0.311492,0.24712,0.336899,0.318649,0.303849,0.238448,0.34862,0.282641,0.33593,0.317769,0.302721,0.237497,0.347623,0.28165,0.337923,0.319024,0.302955,0.239096,0.34887,0.282747
0.256172,0.211012,0.177744,0.144432,0.233206,0.167543,0.230173,0.218843,0.192829,0.141325,0.241895,0.17635,0.254843,0.218164,0.177446,0.152325,0.237089,0.176816,0.229235,0.215021,0.187513,0.138285,0.237164,0.172842,0.22854,0.217668,0.19298,0.141527,0.239601,0.176422,0.229899,0.21766,0.191518,0.140278,0.23919,0.175604,0.230705,0.218511,0.193959,0.142519,0.240903,0.177502,0.230733,0.215386,0.188044,0.137852,0.237698,0.173222,0.227501,0.212967,0.183478,0.135728,0.234713,0.169798,0.228295,0.213616,0.185803,0.136967,0.235576,0.171329,0.228454,0.216319,0.192038,0.141117,0.238513,0.175745,0.231172,0.217645,0.191509,0.141136,0.239156,0.176644,0.228751,0.216461,0.192105,0.141177,0.238786,0.175812,0.228928,0.213678,0.186442,0.136709,0.235831,0.17182,0.22865,0.213474,0.186167,0.136478,0.235587,0.171608,0.228828,0.213281,0.185606,0.136485,0.235291,0.171322
0.285488,0.254267,0.228602,0.152276,0.270258,0.185243,0.288759,0.275693,0.255549,0.195819,0.302469,0.236319,0.29758,0.270026,0.241146,0.175616,0.283303,0.202848,0.290211,0.272413,0.24969,0.188925,0.298435,0.2315,0.283088,0.270602,0.252026,0.192489,0.296443,0.231961,0.28825,0.274285,0.254073,0.194211,0.299696,0.234692,0.284722,0.270872,0.252449,0.193225,0.297131,0.232664,0.291148,0.274245,0.253872,0.19487,0.300888,0.235365,0.289156,0.272119,0.252529,0.1927,0.298341,0.233927,0.289035,0.272188,0.251725,0.191559,0.298088,0.233055,0.281859,0.268113,0.249884,0.191255,0.294115,0.230292,0.287918,0.272823,0.253719,0.194481,0.298444,0.234891,0.282328,0.268405,0.250137,0.191457,0.29458,0.23052,0.288953,0.272152,0.251831,0.193337,0.29861,0.233538,0.28896,0.272225,0.251824,0.193354,0.29864,0.233594,0.288923,0.272026,0.251834,0.193294,0.298377,0.233447
0.252587,0.198125,0.157313,0.136751,0.216279,0.159671,0.200828,0.190437,0.161668,0.113723,0.211228,0.146493,0.240571,0.194619,0.154274,0.13598,0.211451,0.160265,0.200988,0.185876,0.15826,0.109646,0.206628,0.143327,0.200853,0.190781,0.163015,0.115641,0.210736,0.148213,0.199726,0.188102,0.158804,0.112258,0.207638,0.144728,0.203256,0.191923,0.164253,0.116768,0.21232,0.149494,0.201259,0.186661,0.155903,0.110014,0.206856,0.142904,0.199368,0.184531,0.155185,0.108358,0.204536,0.141605,0.200028,0.18549,0.156125,0.109198,0.205499,0.14225,0.201309,0.190037,0.162682,0.115665,0.210244,0.148056,0.201232,0.188622,0.159131,0.11302,0.207964,0.146049,0.20154,0.190078,0.162655,0.11563,0.210445,0.148019,0.199669,0.185156,0.154544,0.10908,0.205233,0.141716,0.199576,0.185133,0.15445,0.109002,0.205151,0.141673,0.199748,0.184944,0.153955,0.109012,0.204879,0.141383
